occupation,TotalEmployed,Women,Men,White,BlackAfricanAmerican,Asian,HispanicLatino,color_code,source,us_labor_occupation_names,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,UsedOccupations
translator,101,0.7440000000000001,0.2559999999999999,0.773,0.057,0.122,0.428,Good,21,Interpreters and translators,21.0,sign language interpreter,94.0,interpreter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interpreters and translators
travel agent,77,0.797,0.20299999999999996,0.853,0.092,0.055,0.16,Good,21,Travel agents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travel agents
trucker,3551,0.069,0.931,0.7240000000000001,0.205,0.035,0.24100000000000002,Overlap,21,Driver/sales workers and truck drivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driver/sales workers and truck drivers
veterinarian,87,0.691,0.30900000000000005,0.9,0.013000000000000001,0.059000000000000004,0.079,Good,21,Veterinarians,94.0,veterinary assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veterinarians
ceo,1780,0.306,0.694,0.858,0.052000000000000005,0.073,0.063,Overlap,40,Chief executives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chief executives
cashier,2576,0.698,0.30200000000000005,0.6990000000000001,0.163,0.081,0.22699999999999998,Good,40,Cashiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cashiers
housekeeper,1380,0.884,0.11599999999999999,0.74,0.161,0.043,0.519,Good,40,Maids and housekeeping cleaners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maids and housekeeping cleaners
assistant,2208,0.9187133152173914,0.08128668478260866,0.8180176630434783,0.11847056159420291,0.033617753623188404,0.1500584239130435,Overlap,21,"Executive secretaries and executive administrative assistants; Legal secretaries and administrative assistants; Medical secretaries and administrative assistants; Secretaries and administrative assistants, except legal, medical, and executive",21.0,personal assistant,54.0,executive assistant,71.0,administrative assistant,54,aide,94.0,helper,94.0,executive administrative assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Executive secretaries and executive administrative assistants; Legal secretaries and administrative assistants; Medical secretaries and administrative assistants; Secretaries and administrative assistants, except legal, medical, and executive"
cosmetologist,717,0.9209999999999999,0.07900000000000007,0.77,0.132,0.068,0.18,Overlap,94,"Hairdressers, hairstylists, and cosmetologists",62.0,beautician,94.0,skincare specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hairdressers, hairstylists, and cosmetologists"
musician,170,0.271,0.729,0.736,0.159,0.05,0.109,Overlap,21,Musicians and singers,70.0,pianist,94.0,cellist,70.0,guitarist,94,violinist,94.0,organist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musicians and singers
programmer,402,0.215,0.785,0.6609999999999999,0.065,0.242,0.099,Good,62,Computer programmers,21.0,computer programmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer programmers
bartender,408,0.508,0.492,0.8590000000000001,0.073,0.031,0.223,Good,54,Bartenders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bartenders
fitness instructor,257,0.5670000000000001,0.43299999999999994,0.789,0.109,0.062,0.168,Overlap,54,Exercise trainers and group fitness instructors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exercise trainers and group fitness instructors
designer,878,0.5213667425968109,0.478633257403189,0.7972027334851934,0.06640205011389522,0.09232232346241458,0.12444533029612756,Good,21,Web and digital interface designers; Commercial and industrial designers; Fashion designers; Graphic designers; Interior designers; Other designers,92.0,fashion designer,94.0,digital interface designer,94.0,web interface designer,94,commercial and industrial designer,94.0,set and exhibit designer,54.0,graphic designer,54.0,interior designer,21.0,web designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web and digital interface designers; Graphic designers; Interior designers; Other designers
driver,4799,0.12287205667847469,0.8771279433215254,0.691397374453011,0.22232819337361948,0.050486142946447175,0.22998603875807458,Overlap,75,"Ambulance drivers and attendants, except emergency medical technicians; Bus drivers, school; Bus drivers, transit and intercity; Driver/sales workers and truck drivers; Shuttle drivers and chauffeurs; Taxi drivers; Motor vehicle operators, all other",54.0,bus driver,94.0,motor vehicle operator,94.0,light truck driver,94,heavy and tractor-trailer truck driver,54.0,school bus driver,54.0,truck driver,94.0,driver worker,94.0,industrial truck and tractor operator,94.0,school bus monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bus drivers, school; Bus drivers, transit and intercity; Driver/sales workers and truck drivers; Shuttle drivers and chauffeurs; Taxi drivers; Motor vehicle operators, all other"
developer,2134,0.20199999999999999,0.798,0.546,0.065,0.36200000000000004,0.06,Good,75,Software developers,47.0,software developer,34.0,web developer,94.0,database architect,94,software quality assurance tester,94.0,computer network architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software developers
dietitian,114,0.863,0.137,0.759,0.13,0.08199999999999999,0.145,Good,92,Dietitians and nutritionists,54.0,nutritionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dietitians and nutritionists
journalist,65,0.513,0.487,0.7490000000000001,0.132,0.08800000000000001,0.158,Overlap,21,"News analysts, reporters, and journalists",94.0,columnist,94.0,photojournalist,94.0,correspondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"News analysts, reporters, and journalists"
coach,288,0.409,0.591,0.747,0.146,0.055999999999999994,0.14400000000000002,Overlap,54,Coaches and scouts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coaches and scouts
technician,4040,0.38086608910891084,0.6191339108910892,0.790217821782178,0.10230321782178219,0.06401460396039604,0.17522252475247524,Good,92,"Electrical and electronic engineering technologists and technicians; Other engineering technologists and technicians, except drafters; Surveying and mapping technicians; Agricultural and food science technicians; Biological technicians; Chemical technicians; Environmental science and geoscience technicians; Nuclear technicians; Other life, physical, and social science technicians; Occupational health and safety specialists and technicians; Archivists, curators, and museum technicians; Library technicians; Broadcast, sound, and lighting technicians; Clinical laboratory technologists and technicians; Cardiovascular technologists and technicians; Radiologic technologists and technicians; Emergency medical technicians; Pharmacy technicians; Psychiatric technicians; Veterinary technologists and technicians; Dietetic technicians and ophthalmic medical technicians; Miscellaneous health technologists and technicians; Avionics technicians; Aircraft mechanics and service technicians; Automotive service technicians and mechanics; Heavy vehicle and mobile equipment service technicians and mechanics; Wind turbine service technicians; Prepress technicians and workers; Dental and ophthalmic laboratory technicians and medical appliance technicians",94.0,traffic technician,94.0,"life, science technician",94.0,automotive service technician,94,wind turbine service technician,94.0,chemical technician,54.0,pharmacy technician,54.0,health technician,54.0,radiologic technician,54.0,laboratory technician,94.0,dental laboratory technician,94.0,engineering technician,94.0,electrical and electronic engineering technician,94.0,environmental protection technician,94.0,environmental science technician,94.0,forest and conservation technician,94.0,recreational vehicle service technician,94.0,agricultural technician,94.0,aircraft mechanics and service technician,94.0,hydrologic technician,94.0,tadiologic technician,94.0,museum technician,94.0,biological technician,94.0,civil engineering technician,94.0,audio and video technician,94.0,psychiatric technician,94.0,food science technician,94.0,geological technician,94.0,industrial engineering technician,94.0,mechanical engineering technician,94.0,electro-mechanical and mechatronics technician,94.0,library technician,94.0,prepress technician,94.0,medical appliance technician,94.0,motorboat mechanics and service technician,94.0,emergency medical technician,94.0,medical technician,94.0,nuclear technician,94.0,forensic science technician,94.0,clinical laboratory technician,94.0,veterinary technician,94.0,surveying and mapping technician,94.0,farm equipment service technician,94.0,physical science technician,94.0,avionics technician,94.0,sound engineering technician,94.0,ophthalmic laboratory technician,94.0,calibration technician,94.0,broadcast technician,71.0,lab tech,94.0,ophthalmic medical technician,94.0,environmental engineering technician,94.0,semiconductor processing technician,94.0,medical equipment preparer,94.0,tire changer,94,psychiatric aide,,,,,,,"Electrical and electronic engineering technologists and technicians; Other engineering technologists and technicians, except drafters; Surveying and mapping technicians; Chemical technicians; Other life, physical, and social science technicians; Occupational health and safety specialists and technicians; Archivists, curators, and museum technicians; Broadcast, sound, and lighting technicians; Clinical laboratory technologists and technicians; Radiologic technologists and technicians; Emergency medical technicians; Pharmacy technicians; Psychiatric technicians; Veterinary technologists and technicians; Dietetic technicians and ophthalmic medical technicians; Miscellaneous health technologists and technicians; Aircraft mechanics and service technicians; Automotive service technicians and mechanics; Heavy vehicle and mobile equipment service technicians and mechanics; Dental and ophthalmic laboratory technicians and medical appliance technicians"
academic,2059,0.4986255463817387,0.5013744536182613,0.733671199611462,0.07725400679941719,0.1639650315687227,0.07949490043710539,Overlap,70,"Computer and information research scientists; Mathematicians; Statisticians; Agricultural and food scientists; Biological scientists; Conservation scientists and foresters; Medical scientists; Life scientists, all other; Astronomers and physicists; Atmospheric and space scientists; Chemists and materials scientists; Environmental scientists and specialists, including health; Geoscientists and hydrologists, except geographers; Physical scientists, all other; Economists; Survey researchers; Clinical and counseling psychologists; School psychologists; Other psychologists; Sociologists; Miscellaneous social scientists and related workers; Postsecondary teachers",70.0,sociologist,70.0,historian,70.0,linguist,94,scholar,94.0,naturalist,94.0,geographer,94.0,archeologist,94.0,anthropologist,94.0,philosopher,70.0,mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Biological scientists; Medical scientists; Chemists and materials scientists; Physical scientists, all other; School psychologists; Other psychologists; Miscellaneous social scientists and related workers; Postsecondary teachers"
auditor,1624,0.57,0.43000000000000005,0.7340000000000001,0.11900000000000001,0.127,0.085,Overlap,70,Accountants and auditors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accountants and auditors
actor,50,0.47,0.53,0.7559999999999999,0.21,0.0,0.195,Good,70,Actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Actors
realtor,1031,0.57,0.43000000000000005,0.8140000000000001,0.08800000000000001,0.066,0.11199999999999999,Good,70,Real estate brokers and sales agents,54.0,real estate broker,70.0,broker,94.0,real estate sales agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real estate brokers and sales agents
laborer,2223,0.045,0.955,0.84,0.091,0.013000000000000001,0.519,Good,70,Construction laborers,94.0,construction laborer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction laborers
firefighter,296,0.039,0.961,0.88,0.08,0.013000000000000001,0.16699999999999998,Good,54,Firefighters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firefighters
technologist,1422,0.5664296765119551,0.43357032348804503,0.7649556962025316,0.11057102672292546,0.08309423347398032,0.12464345991561182,Good,no_source,"Clinical laboratory technologists and technicians; Cardiovascular technologists and technicians; Radiologic technologists and technicians; Magnetic resonance imaging technologists; Nuclear medicine technologists and medical dosimetrists; Surgical technologists; Veterinary technologists and technicians; Miscellaneous health technologists and technicians; Electrical and electronic engineering technologists and technicians; Other engineering technologists and technicians, except drafters",94.0,veterinary technologist,94.0,electro-mechanical and mechatronics technologist,94.0,radiologic technologist,94,food technologist,94.0,health technologist,94.0,surgical technologist,94.0,cardiovascular technologist,94.0,calibration technologist,94.0,health information technologist,94.0,nuclear medicine technologist,94.0,engineering technologist,94.0,civil engineering technologist,94.0,magnetic resonance imaging technologist,94.0,environmental engineering technologist,94.0,electrical and electronic engineering technologist,94.0,industrial engineering technologist,94.0,mechanical engineering technologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinical laboratory technologists and technicians; Radiologic technologists and technicians; Surgical technologists; Veterinary technologists and technicians; Miscellaneous health technologists and technicians; Electrical and electronic engineering technologists and technicians; Other engineering technologists and technicians, except drafters"
attendant,674,0.38133382789317505,0.618666172106825,0.7786557863501483,0.12634272997032642,0.05243768545994065,0.25679376854599406,Good,70,"Dining room and cafeteria attendants and bartender helpers; Ushers, lobby attendants, and ticket takers; Other entertainment attendants and related workers; Embalmers, crematory operators, and funeral attendants; Ambulance drivers and attendants, except emergency medical technicians; Parking attendants; Transportation service attendants; Passenger attendants",94.0,parking attendant,94.0,funeral attendant,94.0,amusement and recreation attendant,94,entertainment attendant,94.0,costume attendant,94.0,"locker room, coatroom, and dressing room attendant",94.0,aircraft service attendant,94.0,automotive and watercraft service attendant,94.0,booth cashier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dining room and cafeteria attendants and bartender helpers; Other entertainment attendants and related workers; Parking attendants; Transportation service attendants
paramedic,107,0.295,0.7050000000000001,0.838,0.085,0.054000000000000006,0.076,Good,94,Paramedics,94.0,medic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paramedics
caretaker,2106,0.8185555555555555,0.1814444444444445,0.5943888888888889,0.2655,0.09594444444444444,0.22588888888888886,Good,21,Personal care aides; Home health aides,94.0,personal care aide,94.0,caregiver,94.0,home health aide,94,personal care and service worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal care aides; Home health aides
farmer,876,0.27399999999999997,0.726,0.9620000000000001,0.013999999999999999,0.008,0.064,Good,21,"Farmers, ranchers, and other agricultural managers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farmers, ranchers, and other agricultural managers"
garbage collector,112,0.128,0.872,0.792,0.171,0.003,0.337,Good,21,Refuse and recyclable material collectors,94.0,refuse and recyclable material collector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Refuse and recyclable material collectors
fast food worker,885,0.6629999999999999,0.3370000000000001,0.7759999999999999,0.1,0.052000000000000005,0.24600000000000002,Good,54,Fast food and counter workers,94.0,fast food and counter worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fast food and counter workers
clerk,6456,0.758673946716233,0.24132605328376705,0.7784352540272615,0.12989219330855017,0.05543602850061958,0.19682140644361834,Good,21,"Judicial law clerks; Counter and rental clerks; Billing and posting clerks; Bookkeeping, accounting, and auditing clerks; Payroll and timekeeping clerks; Procurement clerks; Financial clerks, all other; Brokerage clerks; Correspondence clerks; Court, municipal, and license clerks; Credit authorizers, checkers, and clerks; File Clerks; Hotel, motel, and resort desk clerks; Loan interviewers and clerks; New accounts clerks; Order clerks; Receptionists and information clerks; Reservation and transportation ticket agents and travel clerks; Information and record clerks, all other; Postal service clerks; Production, planning, and expediting clerks; Shipping, receiving, and inventory clerks; Insurance claims and policy processing clerks; Mail clerks and mail machine operators, except postal service; Office clerks, general",54.0,file clerk,54.0,payroll clerk,54.0,inventory clerk,54,office clerk,94.0,"hotel, motel, and resort desk clerk",94.0,"shipping, receiving, and inventory clerk",94.0,postal service clerk,94.0,billing and posting clerk,94.0,license clerk,94.0,financial clerk,94.0,counter and rental clerk,94.0,mail clerk,94.0,policy processing clerk,94.0,brokerage clerk,94.0,order clerk,94.0,procurement clerk,94.0,travel clerk,94.0,information and record clerk,94.0,court clerk,94.0,information clerk,94.0,insurance claims clerk,94.0,judicial law clerk,94.0,municipal clerk,94.0,correspondence clerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Counter and rental clerks; Billing and posting clerks; Bookkeeping, accounting, and auditing clerks; Payroll and timekeeping clerks; Financial clerks, all other; Court, municipal, and license clerks; File Clerks; Hotel, motel, and resort desk clerks; Loan interviewers and clerks; Order clerks; Receptionists and information clerks; Reservation and transportation ticket agents and travel clerks; Information and record clerks, all other; Postal service clerks; Production, planning, and expediting clerks; Shipping, receiving, and inventory clerks; Insurance claims and policy processing clerks; Office clerks, general"
